ID,Nivel_Educacion,Sector_Trabajo,Ocupacion,Horas_Semanales,Ingreso_Mensual_MXN,Clase_Ingreso
5228,Básica,Construcción,Historiador/a,56,14700.0,Baja
5229,Media Superior,Comercio,Escritor,59,12500.0,Baja
5230,Posgrado,Construcción,Radiólogo/a,43,28300.0,Media
5231,Licenciatura,Comercio,Psicoanalista,37,15100.0,Media
5232,Licenciatura,Finanzas,Relojero,42,17000.0,Media
5233,Básica,Gobierno,Pastor,41,10000.0,Baja
5234,Media Superior,Comercio,Sastre,41,19000.0,Media
5235,Licenciatura,Finanzas,Arquitecto/a,59,32000.0,Media
5236,Básica,Construcción,Arquitecto/a,52,20200.0,Media
5237,Licenciatura,Construcción,Pescador,34,13500.0,Baja
5238,Media Superior,Comercio,Enfermero/a,36,8500.0,Baja
5239,Licenciatura,Manufactura,Maestro,40,22500.0,Media
5240,Licenciatura,Informal,Escultor,35,9300.0,Baja
5241,Licenciatura,Servicios,Técnico/a de sonido,47,24300.0,Media
5242,Básica,Informal,Leñador,51,8500.0,Baja
5243,Licenciatura,Comercio,Psicoanalista,52,21900.0,Media
5244,Básica,Informal,Abogado/a,48,20200.0,Media
5245,Media Superior,Servicios,Economista,50,26800.0,Media
5246,Posgrado,Gobierno,Meteorólogo/a,25,13000.0,Baja
5247,Básica,Servicios,Filólogo/a,42,8500.0,Baja
5248,Licenciatura,Manufactura,Pintor,52,18300.0,Media
5249,Licenciatura,Manufactura,Joyero,35,17700.0,Media
5250,Licenciatura,Finanzas,Programador,56,27100.0,Media
5251,Licenciatura,Servicios,Lutier,55,19600.0,Media
5252,Licenciatura,Comercio,Ingeniero/a,57,28400.0,Media
5253,Licenciatura,Informal,Programador,55,18000.0,Media
5254,Media Superior,Informal,Economista,27,12000.0,Baja
5255,Licenciatura,Construcción,Lutier,58,18600.0,Media
5256,Media Superior,Comercio,Meteorólogo/a,59,15900.0,Media
5257,Licenciatura,Servicios,Traductor/a,23,19400.0,Media
5258,Licenciatura,Manufactura,Imprentero,28,8500.0,Baja
5259,Básica,Construcción,Barrendero,21,8500.0,Baja
5260,Licenciatura,Construcción,Arquitecto/a,45,11700.0,Baja
5261,Licenciatura,Servicios,Tornero,45,16000.0,Media
5262,Media Superior,Comercio,Pintor,33,19600.0,Media
5263,Media Superior,Finanzas,Chofer transportista,44,18600.0,Media
5264,Licenciatura,Informal,Economista,37,11300.0,Baja
5265,Media Superior,Construcción,Psicoanalista,53,25500.0,Media
5266,Media Superior,Informal,Diseñador/a gráfico,24,8500.0,Baja
5267,Licenciatura,Gobierno,Arquitecto/a,30,18600.0,Media
5268,Básica,Construcción,Leñador,43,8500.0,Baja
5269,Licenciatura,Servicios,Telefonista,37,14800.0,Baja
5270,Básica,Gobierno,Psicólogo/a,21,11300.0,Baja
5271,Media Superior,Comercio,Bombero,55,21400.0,Media
5272,Licenciatura,Servicios,Médico/a cirujano/a,25,8500.0,Baja
5273,Media Superior,Finanzas,Telefonista,26,8500.0,Baja
5274,Media Superior,Informal,Carnicero,26,8800.0,Baja
5275,Licenciatura,Comercio,Traductor/a,48,18100.0,Media
5276,Media Superior,Gobierno,Ferretero,24,8500.0,Baja
5277,Licenciatura,Construcción,Óptico,48,25600.0,Media
5278,Licenciatura,Finanzas,Arquitecto/a,47,25300.0,Media
5279,Media Superior,Servicios,Obrero,23,9800.0,Baja
5280,Media Superior,Comercio,Ferretero,51,15400.0,Media
5281,Posgrado,Manufactura,Arquitecto/a,47,16600.0,Media
5282,Posgrado,Construcción,Carpintero,39,17400.0,Media
5283,Licenciatura,Construcción,Escritor,56,19200.0,Media
5284,Media Superior,Servicios,Herrero,56,15800.0,Media
5285,Media Superior,Informal,Meteorólogo/a,59,14500.0,Baja
5286,Básica,Comercio,Animador,57,16500.0,Media
5287,Media Superior,Finanzas,Desarrollador/a web,27,9900.0,Baja
5288,Básica,Manufactura,Carpintero,40,8500.0,Baja
5289,Media Superior,Gobierno,Panadero,50,13100.0,Baja
5290,Licenciatura,Gobierno,Diseñador/a gráfico,39,14700.0,Baja
5291,Licenciatura,Informal,Historiador/a,21,8500.0,Baja
5292,Licenciatura,Comercio,Físico/a,39,12700.0,Baja
5293,Media Superior,Gobierno,Sastre,51,17900.0,Media
5294,Media Superior,Gobierno,Profesor/a,44,13100.0,Baja
5295,Media Superior,Manufactura,Químico/a,36,11900.0,Baja
5296,Licenciatura,Gobierno,Albañil,31,11300.0,Baja
5297,Media Superior,Finanzas,Chofer transportista,34,16300.0,Media
5298,Licenciatura,Construcción,Radiólogo/a,40,15300.0,Media
5299,Licenciatura,Servicios,Cerrajero,58,23300.0,Media
5300,Básica,Manufactura,Apicultor,44,8500.0,Baja
5301,Media Superior,Gobierno,Fumigador,48,16100.0,Media
5302,Media Superior,Servicios,Carnicero,33,12700.0,Baja
5303,Básica,Manufactura,Kinesiólogo/a,43,19200.0,Media
5304,Básica,Manufactura,Bibliotecario/a,38,11900.0,Baja
5305,Media Superior,Servicios,Kinesiólogo/a,43,9100.0,Baja
5306,Posgrado,Comercio,Cocinero,20,13400.0,Baja
5307,Licenciatura,Comercio,Matemático/a,52,17900.0,Media
5308,Licenciatura,Finanzas,Farmacólogo/a,59,25900.0,Media
5309,Básica,Gobierno,Traductor/a,34,8500.0,Baja
5310,Media Superior,Gobierno,Maestro,37,16900.0,Media
5311,Licenciatura,Gobierno,Pintor,57,26300.0,Media
5312,Media Superior,Manufactura,Meteorólogo/a,42,8500.0,Baja
5313,Media Superior,Servicios,Profesor/a,20,9400.0,Baja
5314,Básica,Servicios,Meteorólogo/a,50,26900.0,Media
5315,Licenciatura,Servicios,Ingeniero/a,26,9800.0,Baja
5316,Licenciatura,Finanzas,Médico/a cirujano/a,27,30200.0,Media
5317,Posgrado,Comercio,Barrendero,47,17300.0,Media
5318,Licenciatura,Informal,Farmacólogo/a,55,19800.0,Media
5319,Posgrado,Comercio,Filólogo/a,48,24900.0,Media
5320,Media Superior,Servicios,Meteorólogo/a,43,14900.0,Baja
5321,Posgrado,Comercio,Sastre,47,23200.0,Media
5322,Media Superior,Comercio,Músico/a,22,8500.0,Baja
5323,Licenciatura,Informal,Físico/a,30,14500.0,Baja
5324,Básica,Comercio,Herrero,54,8500.0,Baja
5325,Media Superior,Manufactura,Jardinero,48,8500.0,Baja
5326,Básica,Manufactura,Chofer transportista,47,9600.0,Baja
5327,Posgrado,Gobierno,Bombero,53,18300.0,Media
5328,Posgrado,Construcción,Albañil,27,8500.0,Baja
5329,Básica,Servicios,Diseñador/a gráfico,50,18200.0,Media
5330,Licenciatura,Comercio,Economista,38,8500.0,Baja
5331,Posgrado,Construcción,Profesor/a,24,14400.0,Baja
5332,Básica,Manufactura,Psicoanalista,43,17600.0,Media
5333,Básica,Manufactura,Pastor,50,23300.0,Media
5334,Licenciatura,Finanzas,Biólogo/a,45,21000.0,Media
5335,Básica,Comercio,Psicólogo/a,29,13400.0,Baja
5336,Media Superior,Servicios,Lechero,48,10300.0,Baja
5337,Licenciatura,Informal,Técnico/a de sonido,39,23100.0,Media
5338,Licenciatura,Construcción,Filólogo/a,45,13600.0,Baja
5339,Básica,Informal,Lutier,41,8500.0,Baja
5340,Media Superior,Construcción,Enfermero/a,26,13500.0,Baja
5341,Media Superior,Construcción,Profesor/a,40,14200.0,Baja
5342,Media Superior,Informal,Arquitecto/a,39,8500.0,Baja
5343,Licenciatura,Finanzas,Joyero,38,18500.0,Media
5344,Licenciatura,Servicios,Bombero,58,19700.0,Media
5345,Licenciatura,Gobierno,Administrador/a,53,28800.0,Media
5346,Básica,Servicios,Frutero,57,22400.0,Media
5347,Licenciatura,Servicios,Lavandero,38,8500.0,Baja
5348,Posgrado,Finanzas,Obrero,45,29900.0,Media
5349,Licenciatura,Servicios,Imprentero,36,23800.0,Media
5350,Licenciatura,Gobierno,Químico/a,24,21300.0,Media
5351,Media Superior,Servicios,Herrero,58,9300.0,Baja
5352,Media Superior,Informal,Psicoanalista,23,8500.0,Baja
5353,Media Superior,Gobierno,Leñador,52,9100.0,Baja
5354,Licenciatura,Servicios,Zapatero,56,14000.0,Baja
5355,Básica,Gobierno,Administrador/a,57,20900.0,Media
5356,Licenciatura,Gobierno,Físico/a,49,17900.0,Media
5357,Media Superior,Manufactura,Obrero,28,13300.0,Baja
5358,Posgrado,Servicios,Zapatero,50,17700.0,Media
5359,Media Superior,Informal,Médico/a cirujano/a,46,20000.0,Media
5360,Media Superior,Comercio,Pintor,32,8500.0,Baja
5361,Media Superior,Informal,Médico/a cirujano/a,46,10300.0,Baja
5362,Licenciatura,Construcción,Pescador,24,13800.0,Baja
5363,Licenciatura,Servicios,Mecánico,20,10100.0,Baja
5364,Media Superior,Informal,Barrendero,40,9400.0,Baja
5365,Media Superior,Gobierno,Guardabosques,36,15700.0,Media
5366,Media Superior,Gobierno,Filólogo/a,55,24300.0,Media
5367,Básica,Servicios,Sastre,32,8500.0,Baja
5368,Licenciatura,Gobierno,Geógrafo/a,45,17000.0,Media
5369,Media Superior,Comercio,Animador,42,10200.0,Baja
5370,Media Superior,Gobierno,Enfermero/a,47,23900.0,Media
5371,Licenciatura,Gobierno,Telefonista,21,8500.0,Baja
5372,Básica,Servicios,Desarrollador/a web,38,9500.0,Baja
5373,Licenciatura,Manufactura,Psicoanalista,35,22000.0,Media
5374,Media Superior,Comercio,Traductor/a,46,18700.0,Media
5375,Licenciatura,Comercio,Kinesiólogo/a,42,14100.0,Baja
5376,Licenciatura,Servicios,Sastre,30,8500.0,Baja
5377,Media Superior,Informal,Peluquero,43,8500.0,Baja
5378,Media Superior,Gobierno,Psicoanalista,37,19800.0,Media
5379,Media Superior,Informal,Apicultor,41,9300.0,Baja
5380,Licenciatura,Comercio,Geógrafo/a,57,14800.0,Baja
5381,Licenciatura,Finanzas,Paleontólogo/a,34,24200.0,Media
5382,Media Superior,Manufactura,Actuario/a,56,23200.0,Media
5383,Básica,Servicios,Geógrafo/a,42,14900.0,Baja
5384,Licenciatura,Comercio,Médico/a cirujano/a,37,11700.0,Baja
5385,Básica,Informal,Óptico,25,8500.0,Baja
5386,Licenciatura,Informal,Psicoanalista,47,16400.0,Media
5387,Licenciatura,Manufactura,Desarrollador/a web,48,25800.0,Media
5388,Básica,Gobierno,Arquitecto/a,52,21900.0,Media
5389,Licenciatura,Informal,Guardabosques,48,22900.0,Media
5390,Licenciatura,Servicios,Zapatero,41,16200.0,Media
5391,Básica,Comercio,Peluquero,43,8500.0,Baja
5392,Licenciatura,Gobierno,Psicoanalista,33,21200.0,Media
5393,Licenciatura,Comercio,Lingüista,56,19800.0,Media
5394,Media Superior,Manufactura,Abogado/a,48,12000.0,Baja
5395,Licenciatura,Finanzas,Periodista,59,27100.0,Media
5396,Media Superior,Construcción,Geógrafo/a,35,11100.0,Baja
5397,Licenciatura,Gobierno,Vendedor,48,21600.0,Media
5398,Media Superior,Manufactura,Escritor,27,8500.0,Baja
5399,Básica,Manufactura,Panadero,25,10500.0,Baja
5400,Licenciatura,Finanzas,Veterinario/a,55,29300.0,Media
5401,Licenciatura,Gobierno,Camarero,58,26700.0,Media
5402,Licenciatura,Gobierno,Biólogo/a,54,24000.0,Media
5403,Media Superior,Informal,Psicólogo/a,29,9100.0,Baja
5404,Posgrado,Manufactura,Desarrollador/a web,59,33900.0,Media
5405,Licenciatura,Gobierno,Animador,27,8500.0,Baja
5406,Posgrado,Manufactura,Psicoanalista,43,18600.0,Media
5407,Básica,Finanzas,Técnico/a de sonido,47,17400.0,Media
5408,Licenciatura,Servicios,Profesor/a,21,9400.0,Baja
5409,Licenciatura,Servicios,Cocinero,50,15500.0,Media
5410,Básica,Manufactura,Camarero,44,8500.0,Baja
5411,Licenciatura,Servicios,Programador,33,8500.0,Baja
5412,Licenciatura,Gobierno,Repartidor,31,17300.0,Media
5413,Media Superior,Comercio,Pintor,23,8500.0,Baja
5414,Licenciatura,Construcción,Frutero,20,8500.0,Baja
5415,Media Superior,Gobierno,Ingeniero/a,40,17700.0,Media
5416,Básica,Comercio,Jardinero,36,8500.0,Baja
5417,Licenciatura,Servicios,Economista,47,20600.0,Media
5418,Licenciatura,Construcción,Cerrajero,25,11900.0,Baja
5419,Licenciatura,Comercio,Imprentero,45,8500.0,Baja
5420,Licenciatura,Servicios,Contador/a,31,17200.0,Media
5421,Básica,Construcción,Escritor,23,16700.0,Media
5422,Media Superior,Manufactura,Artesano,58,19900.0,Media
5423,Media Superior,Construcción,Farmacólogo/a,38,18900.0,Media
5424,Licenciatura,Construcción,Médico/a cirujano/a,53,23800.0,Media
5425,Licenciatura,Finanzas,Ingeniero/a,43,19100.0,Media
5426,Básica,Informal,Traductor/a,55,13800.0,Baja
5427,Media Superior,Servicios,Carnicero,32,8500.0,Baja
5428,Básica,Gobierno,Frutero,33,14400.0,Baja
5429,Licenciatura,Servicios,Jardinero,56,21700.0,Media
5430,Media Superior,Finanzas,Pescador,38,17800.0,Media
5431,Media Superior,Finanzas,Ingeniero/a,54,23600.0,Media
5432,Licenciatura,Finanzas,Desarrollador/a web,36,19700.0,Media
5433,Posgrado,Finanzas,Psicoanalista,55,42100.0,Alta
5434,Licenciatura,Informal,Desarrollador/a web,45,16300.0,Media
5435,Licenciatura,Finanzas,Barbero,55,21600.0,Media
5436,Licenciatura,Comercio,Lutier,51,16800.0,Media
5437,Media Superior,Manufactura,Jardinero,49,20600.0,Media
5438,Licenciatura,Servicios,Zapatero,44,11300.0,Baja
5439,Media Superior,Informal,Desarrollador/a web,23,18300.0,Media
5440,Básica,Manufactura,Psicólogo/a,36,16300.0,Media
5441,Licenciatura,Manufactura,Veterinario/a,35,15500.0,Media
5442,Media Superior,Manufactura,Herrero,46,25100.0,Media
5443,Posgrado,Gobierno,Bombero,53,21500.0,Media
5444,Media Superior,Comercio,Joyero,51,11000.0,Baja
5445,Media Superior,Informal,Farmacólogo/a,53,22900.0,Media
5446,Media Superior,Construcción,Matemático/a,53,8500.0,Baja
5447,Licenciatura,Informal,Carnicero,47,15300.0,Media
5448,Licenciatura,Manufactura,Peletero,44,11400.0,Baja
5449,Media Superior,Informal,Lechero,46,13100.0,Baja
5450,Licenciatura,Servicios,Químico/a,35,19000.0,Media
5451,Básica,Comercio,Farmacólogo/a,27,8500.0,Baja
5452,Media Superior,Construcción,Ingeniero/a,42,16900.0,Media
5453,Posgrado,Gobierno,Repartidor,23,13000.0,Baja
5454,Básica,Servicios,Filólogo/a,53,16100.0,Media
5455,Media Superior,Comercio,Apicultor,23,8500.0,Baja
5456,Licenciatura,Informal,Albañil,24,8500.0,Baja
5457,Media Superior,Servicios,Camarero,34,10800.0,Baja
5458,Media Superior,Construcción,Artesano,56,8500.0,Baja
5459,Media Superior,Informal,Periodista,28,8500.0,Baja
5460,Licenciatura,Servicios,Pescador,32,8500.0,Baja
5461,Licenciatura,Comercio,Geógrafo/a,54,18200.0,Media
5462,Media Superior,Informal,Repartidor,43,8500.0,Baja
5463,Media Superior,Finanzas,Imprentero,55,22600.0,Media
5464,Licenciatura,Finanzas,Artesano,45,18900.0,Media
5465,Media Superior,Manufactura,Programador,35,8500.0,Baja
5466,Básica,Comercio,Filólogo/a,21,8500.0,Baja
5467,Media Superior,Construcción,Lutier,21,8500.0,Baja
5468,Licenciatura,Manufactura,Barrendero,42,16600.0,Media
5469,Licenciatura,Comercio,Músico/a,57,15100.0,Media
5470,Media Superior,Gobierno,Zapatero,36,14900.0,Baja
5471,Básica,Gobierno,Joyero,24,8500.0,Baja
5472,Licenciatura,Servicios,Pintor,24,13800.0,Baja
5473,Media Superior,Gobierno,Desarrollador/a web,53,22800.0,Media
5474,Media Superior,Finanzas,Geógrafo/a,39,12600.0,Baja
5475,Licenciatura,Gobierno,Historiador/a,54,20400.0,Media
5476,Licenciatura,Construcción,Paleontólogo/a,46,22100.0,Media
5477,Licenciatura,Finanzas,Enfermero/a,28,11400.0,Baja
5478,Licenciatura,Gobierno,Joyero,55,15700.0,Media
5479,Licenciatura,Construcción,Escritor,57,24100.0,Media
5480,Posgrado,Manufactura,Psicólogo/a,40,16600.0,Media
5481,Licenciatura,Manufactura,Animador,55,15600.0,Media
5482,Licenciatura,Informal,Lavandero,39,12300.0,Baja
5483,Licenciatura,Construcción,Administrador/a,50,18300.0,Media
5484,Básica,Construcción,Arquitecto/a,56,29600.0,Media
5485,Media Superior,Finanzas,Contador/a,48,23200.0,Media
5486,Licenciatura,Manufactura,Médico/a cirujano/a,34,15200.0,Media
5487,Media Superior,Manufactura,Filólogo/a,24,8500.0,Baja
5488,Media Superior,Servicios,Abogado/a,58,29000.0,Media
5489,Posgrado,Comercio,Veterinario/a,43,30000.0,Media
5490,Media Superior,Servicios,Leñador,36,16200.0,Media
5491,Básica,Servicios,Bibliotecario/a,57,20000.0,Media
5492,Media Superior,Informal,Arquitecto/a,42,15600.0,Media
5493,Básica,Servicios,Peletero,20,8500.0,Baja
5494,Básica,Servicios,Camarero,58,19000.0,Media
5495,Básica,Construcción,Desarrollador/a web,21,10700.0,Baja
5496,Posgrado,Informal,Bibliotecario/a,44,9600.0,Baja
5497,Licenciatura,Servicios,Chofer transportista,49,15000.0,Media
5498,Licenciatura,Gobierno,Mecánico,31,18900.0,Media
5499,Licenciatura,Construcción,Bibliotecario/a,23,8500.0,Baja
5500,Licenciatura,Construcción,Apicultor,21,8500.0,Baja
5501,Licenciatura,Servicios,Músico/a,59,20200.0,Media
5502,Media Superior,Construcción,Filólogo/a,29,8500.0,Baja
5503,Básica,Gobierno,Diseñador/a gráfico,36,8500.0,Baja
5504,Licenciatura,Manufactura,Veterinario/a,59,30900.0,Media
5505,Licenciatura,Gobierno,Desarrollador/a web,50,35600.0,Alta
5506,Licenciatura,Comercio,Cajero,51,27100.0,Media
5507,Media Superior,Gobierno,Jardinero,29,8500.0,Baja
5508,Licenciatura,Informal,Imprentero,53,14600.0,Baja
5509,Básica,Informal,Ingeniero/a,59,29900.0,Media
5510,Licenciatura,Finanzas,Apicultor,46,19300.0,Media
5511,Media Superior,Servicios,Óptico,45,11600.0,Baja
5512,Licenciatura,Construcción,Enfermero/a,59,21300.0,Media
5513,Licenciatura,Servicios,Animador,30,8500.0,Baja
5514,Licenciatura,Informal,Meteorólogo/a,34,8500.0,Baja
5515,Media Superior,Manufactura,Filólogo/a,20,14500.0,Baja
5516,Licenciatura,Comercio,Psicólogo/a,40,21600.0,Media
5517,Media Superior,Comercio,Cajero,45,12800.0,Baja
5518,Licenciatura,Gobierno,Bibliotecario/a,45,21900.0,Media
5519,Media Superior,Servicios,Economista,33,8600.0,Baja
5520,Licenciatura,Manufactura,Paleontólogo/a,50,28300.0,Media
5521,Media Superior,Construcción,Cerrajero,47,8800.0,Baja
5522,Media Superior,Finanzas,Animador,59,26800.0,Media
5523,Media Superior,Servicios,Tornero,53,21100.0,Media
5524,Licenciatura,Servicios,Fumigador,38,22100.0,Media
5525,Básica,Gobierno,Músico/a,28,15900.0,Media
5526,Licenciatura,Comercio,Profesor/a,51,21400.0,Media
5527,Media Superior,Construcción,Camarero,32,8500.0,Baja
5528,Básica,Informal,Barbero,40,9700.0,Baja
5529,Básica,Comercio,Carpintero,38,8500.0,Baja
5530,Posgrado,Comercio,Frutero,27,16800.0,Media
5531,Básica,Servicios,Imprentero,34,8500.0,Baja
5532,Media Superior,Servicios,Químico/a,46,14800.0,Baja
5533,Licenciatura,Finanzas,Biólogo/a,40,24100.0,Media
5534,Posgrado,Construcción,Fontanero o plomero,57,23200.0,Media
5535,Posgrado,Finanzas,Bombero,45,29500.0,Media
5536,Posgrado,Construcción,Paleontólogo/a,51,32400.0,Media
5537,Básica,Servicios,Pintor,52,13600.0,Baja
5538,Media Superior,Gobierno,Enfermero/a,27,14000.0,Baja
5539,Básica,Construcción,Cocinero,32,14200.0,Baja
5540,Licenciatura,Servicios,Barbero,37,12100.0,Baja
5541,Licenciatura,Comercio,Carpintero,56,26200.0,Media
5542,Licenciatura,Comercio,Relojero,37,10200.0,Baja
5543,Posgrado,Servicios,Abogado/a,23,19500.0,Media
5544,Media Superior,Informal,Telefonista,20,8500.0,Baja
5545,Licenciatura,Comercio,Ingeniero/a,39,21200.0,Media
5546,Posgrado,Gobierno,Técnico/a de sonido,24,15600.0,Media
5547,Básica,Manufactura,Administrador/a,50,8500.0,Baja
5548,Licenciatura,Informal,Carnicero,23,8500.0,Baja
5549,Media Superior,Construcción,Peletero,45,12800.0,Baja
5550,Básica,Gobierno,Sastre,56,16100.0,Media
5551,Licenciatura,Comercio,Soldador,49,19700.0,Media
5552,Básica,Manufactura,Peluquero,50,15800.0,Media
5553,Licenciatura,Manufactura,Telefonista,53,22300.0,Media
5554,Media Superior,Gobierno,Físico/a,21,8500.0,Baja
5555,Media Superior,Comercio,Joyero,50,10900.0,Baja
5556,Licenciatura,Comercio,Joyero,35,8500.0,Baja
5557,Básica,Finanzas,Cerrajero,45,18200.0,Media
5558,Licenciatura,Finanzas,Paleontólogo/a,33,15900.0,Media
5559,Licenciatura,Manufactura,Peletero,52,13200.0,Baja
5560,Licenciatura,Manufactura,Pastor,26,8500.0,Baja
5561,Media Superior,Manufactura,Ingeniero/a,28,12700.0,Baja
5562,Licenciatura,Manufactura,Vendedor,31,8500.0,Baja
5563,Media Superior,Informal,Historiador/a,37,8500.0,Baja
5564,Media Superior,Construcción,Geógrafo/a,21,8500.0,Baja
5565,Licenciatura,Informal,Agricultor,37,16100.0,Media
5566,Licenciatura,Comercio,Animador,36,17000.0,Media
5567,Media Superior,Manufactura,Carnicero,45,14800.0,Baja
5568,Licenciatura,Servicios,Arquitecto/a,55,27900.0,Media
5569,Licenciatura,Manufactura,Farmacólogo/a,32,13400.0,Baja
5570,Básica,Gobierno,Abogado/a,56,23500.0,Media
5571,Básica,Finanzas,Frutero,57,16000.0,Media
5572,Básica,Finanzas,Pastor,40,8500.0,Baja
5573,Licenciatura,Gobierno,Artesano,22,11100.0,Baja
5574,Básica,Comercio,Peletero,25,8500.0,Baja
5575,Básica,Comercio,Barrendero,20,8500.0,Baja
5576,Posgrado,Manufactura,Técnico/a de sonido,50,25100.0,Media
5577,Media Superior,Gobierno,Afilador,53,21900.0,Media
5578,Licenciatura,Informal,Bombero,51,15100.0,Media
5579,Licenciatura,Informal,Afilador,33,13200.0,Baja
5580,Media Superior,Servicios,Jardinero,35,8500.0,Baja
5581,Posgrado,Construcción,Veterinario/a,27,14300.0,Baja
5582,Media Superior,Construcción,Jardinero,43,8500.0,Baja
5583,Media Superior,Informal,Lutier,53,9000.0,Baja
5584,Licenciatura,Construcción,Apicultor,25,8500.0,Baja
5585,Media Superior,Comercio,Farmacólogo/a,52,17800.0,Media
5586,Licenciatura,Construcción,Cajero,23,11400.0,Baja
5587,Licenciatura,Servicios,Psicoanalista,47,33100.0,Media
5588,Media Superior,Comercio,Vigilante,33,10600.0,Baja
5589,Media Superior,Comercio,Economista,27,8500.0,Baja
5590,Licenciatura,Construcción,Administrador/a,56,16000.0,Media
5591,Media Superior,Informal,Panadero,48,20300.0,Media
5592,Licenciatura,Gobierno,Relojero,48,20100.0,Media
5593,Básica,Gobierno,Abogado/a,23,9900.0,Baja
5594,Licenciatura,Informal,Joyero,32,11300.0,Baja
5595,Licenciatura,Informal,Animador,53,11200.0,Baja
5596,Posgrado,Construcción,Joyero,28,8500.0,Baja
5597,Licenciatura,Informal,Meteorólogo/a,41,19200.0,Media
5598,Básica,Informal,Óptico,26,8500.0,Baja
5599,Básica,Informal,Apicultor,55,8500.0,Baja
5600,Media Superior,Gobierno,Filólogo/a,57,22100.0,Media
5601,Media Superior,Informal,Economista,20,8500.0,Baja
5602,Básica,Servicios,Economista,42,8500.0,Baja
5603,Licenciatura,Manufactura,Telefonista,21,8500.0,Baja
5604,Licenciatura,Gobierno,Bombero,42,19000.0,Media
5605,Básica,Servicios,Paleontólogo/a,20,8900.0,Baja
5606,Media Superior,Gobierno,Lingüista,57,25400.0,Media
5607,Media Superior,Informal,Desarrollador/a web,37,10800.0,Baja
5608,Básica,Manufactura,Psicólogo/a,21,8500.0,Baja
5609,Media Superior,Comercio,Tornero,46,12100.0,Baja
5610,Licenciatura,Servicios,Mecánico,45,9700.0,Baja
5611,Licenciatura,Servicios,Albañil,44,24600.0,Media
5612,Licenciatura,Servicios,Cocinero,38,8500.0,Baja
5613,Licenciatura,Finanzas,Leñador,32,22600.0,Media
5614,Básica,Comercio,Psicoanalista,32,15300.0,Media
5615,Posgrado,Servicios,Pastor,53,24700.0,Media
5616,Básica,Construcción,Matemático/a,32,11100.0,Baja
5617,Básica,Comercio,Cocinero,57,8500.0,Baja
5618,Licenciatura,Manufactura,Bombero,41,13300.0,Baja
5619,Licenciatura,Servicios,Médico/a cirujano/a,27,24200.0,Media
5620,Licenciatura,Construcción,Programador,52,16300.0,Media
5621,Básica,Servicios,Escultor,41,8500.0,Baja
5622,Licenciatura,Informal,Profesor/a,30,13900.0,Baja
5623,Licenciatura,Construcción,Ferretero,50,30700.0,Media
5624,Básica,Informal,Herrero,21,10000.0,Baja
5625,Media Superior,Informal,Frutero,20,8500.0,Baja
5626,Licenciatura,Gobierno,Herrero,54,25500.0,Media
5627,Básica,Informal,Administrador/a,29,12400.0,Baja
5628,Media Superior,Informal,Panadero,32,18100.0,Media
5629,Media Superior,Servicios,Relojero,50,11300.0,Baja
5630,Media Superior,Gobierno,Fumigador,33,16600.0,Media
5631,Posgrado,Informal,Veterinario/a,43,16400.0,Media
5632,Básica,Construcción,Kinesiólogo/a,40,8500.0,Baja
5633,Media Superior,Gobierno,Meteorólogo/a,25,10900.0,Baja
5634,Posgrado,Comercio,Fumigador,58,21700.0,Media
5635,Media Superior,Comercio,Obrero,33,9100.0,Baja
5636,Licenciatura,Gobierno,Pastor,45,20600.0,Media
5637,Básica,Manufactura,Químico/a,54,18500.0,Media
5638,Licenciatura,Comercio,Químico/a,38,17400.0,Media
5639,Básica,Manufactura,Filólogo/a,50,8600.0,Baja
5640,Básica,Gobierno,Geógrafo/a,37,19800.0,Media
5641,Licenciatura,Servicios,Lavandero,49,18700.0,Media
5642,Licenciatura,Construcción,Biólogo/a,55,22100.0,Media
5643,Básica,Manufactura,Carpintero,29,8500.0,Baja
5644,Básica,Comercio,Pescador,28,9600.0,Baja
5645,Licenciatura,Manufactura,Lechero,48,26800.0,Media
5646,Licenciatura,Finanzas,Ferretero,57,34400.0,Media
5647,Básica,Manufactura,Enfermero/a,43,8500.0,Baja
5648,Licenciatura,Finanzas,Profesor/a,58,34900.0,Media
5649,Media Superior,Servicios,Panadero,57,20700.0,Media
5650,Posgrado,Comercio,Técnico/a de sonido,40,16000.0,Media
5651,Licenciatura,Finanzas,Barrendero,27,9800.0,Baja
5652,Licenciatura,Manufactura,Profesor/a,40,27000.0,Media
5653,Media Superior,Manufactura,Óptico,27,12800.0,Baja
5654,Licenciatura,Comercio,Profesor/a,52,27800.0,Media
5655,Media Superior,Finanzas,Desarrollador/a web,33,23900.0,Media
5656,Licenciatura,Comercio,Administrador/a,40,17200.0,Media
5657,Licenciatura,Informal,Enfermero/a,42,11100.0,Baja
5658,Licenciatura,Finanzas,Carpintero,30,13600.0,Baja
5659,Media Superior,Manufactura,Maestro,59,22400.0,Media
5660,Licenciatura,Gobierno,Animador,50,15500.0,Media
5661,Básica,Informal,Chofer transportista,36,8500.0,Baja
5662,Licenciatura,Informal,Artesano,47,17900.0,Media
5663,Posgrado,Gobierno,Farmacólogo/a,42,35900.0,Alta
5664,Media Superior,Gobierno,Barbero,39,12000.0,Baja
5665,Básica,Informal,Fontanero o plomero,50,8600.0,Baja
5666,Básica,Informal,Desarrollador/a web,50,21000.0,Media
5667,Media Superior,Manufactura,Vigilante,53,16500.0,Media
5668,Media Superior,Comercio,Kinesiólogo/a,34,8500.0,Baja
